ax,ay,az
0,0,-0.481753674
0,0,-0.535826795
0,0,-0.587785252
0,0,-0.63742399
0,0,-0.684547106
0,0,-0.728968627
0,0,-0.770513243
0,0,-0.809016994
0,0,-0.844327926
0,0,-0.87630668
0,0,-0.904827052
0,0,-0.929776486
0,0,-0.951056516
0,0,-0.968583161
0,0,-0.982287251
0,0,-0.992114701
0,0,-0.998026728
0,0,-1
0,0,-0.998026728
0,0,-0.992114701
0,0,-0.982287251
0,0,-0.968583161
0,0,-0.951056516
0,0,-0.929776486
0,0,-0.904827052
0,0,-0.87630668
0,0,-0.844327926
0,0,-0.809016994
0,0,-0.770513243
0,0,-0.728968627
0,0,-0.684547106
0,0,-0.63742399
0,0,-0.587785252
0,0,-0.535826795
0,0,-0.481753674
0,0,-0.425779292
0,0,-0.368124553
0,0,-0.309016994
0,0,-0.248689887
0,0,-0.187381315
0,0,-0.125333234
0,0,-0.06279052
0,0,-4.8986E-16
0,0,0.06279052
0,0,0.125333234
0,0,0.187381315
0,0,0.248689887
0,0,0.309016994
0,0,0.368124553
0,0,0.425779292
0,0,0.481753674
0,0,0.535826795
0,0,0.587785252
0,0,0.63742399
0,0,0.684547106
0,0,0.728968627
0,0,0.770513243
0,0,0.809016994
0,0,0.844327926
0,0,0.87630668
0,0,0.904827052
0,0,0.929776486
0,0,0.951056516
0,0,0.968583161
0,0,0.982287251
0,0,0.992114701
0,0,0.998026728
0,0,1
0,0,0.998026728
0,0,0.992114701
0,0,0.982287251
0,0,0.968583161
0,0,0.951056516
0,0,0.929776486
0,0,0.904827052
0,0,0.87630668
0,0,0.844327926
0,0,0.809016994
0,0,0.770513243
0,0,0.728968627
0,0,0.684547106
0,0,0.63742399
0,0,0.587785252
0,0,0.535826795
0,0,0.481753674
0,0,0.425779292
0,0,0.368124553
0,0,0.309016994
0,0,0.248689887
0,0,0.187381315
0,0,0.125333234
0,0,0.06279052
0,0,6.1232E-16
0,0,-0.06279052
0,0,-0.125333234
0,0,-0.187381315
0,0,-0.248689887
0,0,-0.309016994
0,0,-0.368124553
0,0,-0.425779292
0,0,-0.481753674
0,0,-0.535826795
0,0,-0.587785252
0,0,-0.63742399
0,0,-0.684547106
0,0,-0.728968627
0,0,-0.770513243
0,0,-0.809016994
0,0,-0.844327926
0,0,-0.87630668
0,0,-0.904827052
0,0,-0.929776486
0,0,-0.951056516
0,0,-0.968583161
0,0,-0.982287251
0,0,-0.992114701
0,0,-0.998026728
0,0,-1
0,0,-0.998026728
0,0,-0.992114701
0,0,-0.982287251
0,0,-0.968583161
0,0,-0.951056516
0,0,-0.929776486
0,0,-0.904827052
0,0,-0.87630668
0,0,-0.844327926
0,0,-0.809016994
0,0,-0.770513243
0,0,-0.728968627
0,0,-0.684547106
0,0,-0.63742399
0,0,-0.587785252
0,0,-0.535826795
0,0,-0.481753674
0,0,-0.425779292
0,0,-0.368124553
0,0,-0.309016994
0,0,-0.248689887
0,0,-0.187381315
0,0,-0.125333234
0,0,-0.06279052
0,0,-7.3479E-16
0,0,0.06279052
0,0,0.125333234
0,0,0.187381315
0,0,0.248689887
0,0,0.309016994
0,0,0.368124553
0,0,0.425779292
0,0,0.481753674
0,0,0.535826795
0,0,0.587785252
0,0,0.63742399
0,0,0.684547106
0,0,0.728968627
0,0,0.770513243
0,0,0.809016994
0,0,0.844327926
0,0,0.87630668
0,0,0.904827052
0,0,0.929776486
0,0,0.951056516
0,0,0.968583161
0,0,0.982287251
0,0,0.992114701
0,0,0.998026728
0,0,1
0,0,0.998026728
0,0,0.992114701
0,0,0.982287251
0,0,0.968583161
0,0,0.951056516
0,0,0.929776486
0,0,0.904827052
0,0,0.87630668
0,0,0.844327926
0,0,0.809016994
0,0,0.770513243
0,0,0.728968627
0,0,0.684547106
0,0,0.63742399
0,0,0.587785252
0,0,0.535826795
0,0,0.481753674
0,0,0.425779292
0,0,0.368124553
0,0,0.309016994
0,0,0.248689887
0,0,0.187381315
0,0,0.125333234
0,0,0.06279052
0,0,-2.69546E-15
0,0,-0.06279052
0,0,-0.125333234
0,0,-0.187381315
0,0,-0.248689887
0,0,-0.309016994
0,0,-0.368124553
0,0,-0.425779292
0,0,-0.481753674
0,0,-0.535826795
0,0,-0.587785252
0,0,-0.63742399
0,0,-0.684547106
0,0,-0.728968627
0,0,-0.770513243
0,0,-0.809016994
0,0,-0.844327926
0,0,-0.87630668
0,0,-0.904827052
0,0,-0.929776486
0,0,-0.951056516
0,0,-0.968583161
0,0,-0.982287251
0,0,-0.992114701
0,0,-0.998026728
0,0,-1
0,0,-0.998026728
0,0,-0.992114701
0,0,-0.982287251
0,0,-0.968583161
0,0,-0.951056516
0,0,-0.929776486
0,0,-0.904827052
0,0,-0.87630668
0,0,-0.844327926
0,0,-0.809016994
0,0,-0.770513243
0,0,-0.728968627
0,0,-0.684547106
0,0,-0.63742399
0,0,-0.587785252
0,0,-0.535826795
0,0,-0.481753674
0,0,-0.425779292
0,0,-0.368124553
0,0,-0.309016994
0,0,-0.248689887
0,0,-0.187381315
0,0,-0.125333234
0,0,-0.06279052
0,0,-9.7972E-16
0,0,0.06279052
0,0,0.125333234
0,0,0.187381315
0,0,0.248689887
0,0,0.309016994
0,0,0.368124553
0,0,0.425779292
0,0,0.481753674
0,0,0.535826795
0,0,0.587785252
0,0,0.63742399
0,0,0.684547106
0,0,0.728968627
0,0,0.770513243
0,0,0.809016994
0,0,0.844327926
0,0,0.87630668
0,0,0.904827052
0,0,0.929776486
0,0,0.951056516
0,0,0.968583161
0,0,0.982287251
0,0,0.992114701
0,0,0.998026728
0,0,1
0,0,0.998026728
0,0,0.992114701
0,0,0.982287251
0,0,0.968583161
0,0,0.951056516
0,0,0.929776486
0,0,0.904827052
0,0,0.87630668
0,0,0.844327926
0,0,0.809016994
0,0,0.770513243
0,0,0.728968627
0,0,0.684547106
0,0,0.63742399
0,0,0.587785252
0,0,0.535826795
0,0,0.481753674
0,0,0.425779292
0,0,0.368124553
0,0,0.309016994
0,0,0.248689887
0,0,0.187381315
0,0,0.125333234
0,0,0.06279052
0,0,1.10218E-15
0,0,-0.06279052
0,0,-0.125333234
0,0,-0.187381315
0,0,-0.248689887
0,0,-0.309016994
0,0,-0.368124553
0,0,-0.425779292
0,0,-0.481753674
0,0,-0.535826795
0,0,-0.587785252
0,0,-0.63742399
0,0,-0.684547106
0,0,-0.728968627
0,0,-0.770513243
0,0,-0.809016994
0,0,-0.844327926
0,0,-0.87630668
0,0,-0.904827052
0,0,-0.929776486
0,0,-0.951056516
0,0,-0.968583161
0,0,-0.982287251
0,0,-0.992114701
0,0,-0.998026728
0,0,-1
0,0,-0.998026728
0,0,-0.992114701
0,0,-0.982287251
0,0,-0.968583161
0,0,-0.951056516
0,0,-0.929776486
0,0,-0.904827052
0,0,-0.87630668
0,0,-0.844327926
0,0,-0.809016994
0,0,-0.770513243
0,0,-0.728968627
0,0,-0.684547106
0,0,-0.63742399
0,0,-0.587785252
0,0,-0.535826795
0,0,-0.481753674
0,0,-0.425779292
0,0,-0.368124553
0,0,-0.309016994
0,0,-0.248689887
0,0,-0.187381315
0,0,-0.125333234
0,0,-0.06279052
0,0,-1.22465E-15
0,0,0.06279052
0,0,0.125333234
0,0,0.187381315
0,0,0.248689887
0,0,0.309016994
0,0,0.368124553
0,0,0.425779292
0,0,0.481753674
0,0,0.535826795
0,0,0.587785252
0,0,0.63742399
0,0,0.684547106
0,0,0.728968627
0,0,0.770513243
0,0,0.809016994
0,0,0.844327926
0,0,0.87630668
0,0,0.904827052
0,0,0.929776486
0,0,0.951056516
0,0,0.968583161
0,0,0.982287251
0,0,0.992114701
0,0,0.998026728
0,0,1
0,0,0.998026728
0,0,0.992114701
0,0,0.982287251
0,0,0.968583161
0,0,0.951056516
0,0,0.929776486
0,0,0.904827052
0,0,0.87630668
0,0,0.844327926
0,0,0.809016994
0,0,0.770513243
0,0,0.728968627
0,0,0.684547106
0,0,0.63742399
0,0,0.587785252
0,0,0.535826795
0,0,0.481753674
0,0,0.425779292
0,0,0.368124553
0,0,0.309016994
0,0,0.248689887
0,0,0.187381315
0,0,0.125333234
0,0,0.06279052
0,0,-2.2056E-15
0,0,-0.06279052
0,0,-0.125333234
0,0,-0.187381315
0,0,-0.248689887
0,0,-0.309016994
0,0,-0.368124553
0,0,-0.425779292
0,0,-0.481753674
0,0,-0.535826795
0,0,-0.587785252
0,0,-0.63742399
0,0,-0.684547106
0,0,-0.728968627
0,0,-0.770513243
0,0,-0.809016994
0,0,-0.844327926
0,0,-0.87630668
0,0,-0.904827052
0,0,-0.929776486
0,0,-0.951056516
0,0,-0.968583161
0,0,-0.982287251
0,0,-0.992114701
0,0,-0.998026728
0,0,-1
0,0,-0.998026728
0,0,-0.992114701
0,0,-0.982287251
0,0,-0.968583161
0,0,-0.951056516
0,0,-0.929776486
0,0,-0.904827052
0,0,-0.87630668
0,0,-0.844327926
0,0,-0.809016994
0,0,-0.770513243
0,0,-0.728968627
0,0,-0.684547106
0,0,-0.63742399
0,0,-0.587785252
0,0,-0.535826795
0,0,-0.481753674
0,0,-0.425779292
0,0,-0.368124553
0,0,-0.309016994
0,0,-0.248689887
0,0,-0.187381315
0,0,-0.125333234
0,0,-0.06279052
0,0,-1.46958E-15
0,0,0.06279052
0,0,0.125333234
0,0,0.187381315
0,0,0.248689887
0,0,0.309016994
0,0,0.368124553
0,0,0.425779292
0,0,0.481753674
0,0,0.535826795
0,0,0.587785252
0,0,0.63742399
0,0,0.684547106
0,0,0.728968627
0,0,0.770513243
0,0,0.809016994
0,0,0.844327926
0,0,0.87630668
0,0,0.904827052
0,0,0.929776486
0,0,0.951056516
0,0,0.968583161
0,0,0.982287251
0,0,0.992114701
0,0,0.998026728
0,0,1
0,0,0.998026728
0,0,0.992114701
0,0,0.982287251
0,0,0.968583161
0,0,0.951056516
0,0,0.929776486
0,0,0.904827052
0,0,0.87630668
0,0,0.844327926
0,0,0.809016994
0,0,0.770513243
0,0,0.728968627
0,0,0.684547106
0,0,0.63742399
0,0,0.587785252
0,0,0.535826795
0,0,0.481753674
0,0,0.425779292
0,0,0.368124553
0,0,0.309016994
0,0,0.248689887
0,0,0.187381315
0,0,0.125333234
0,0,0.06279052
0,0,-1.96067E-15
0,0,-0.06279052
0,0,-0.125333234
0,0,-0.187381315
0,0,-0.248689887
0,0,-0.309016994
0,0,-0.368124553
0,0,-0.425779292
0,0,-0.481753674
0,0,-0.535826795
0,0,-0.587785252
0,0,-0.63742399
0,0,-0.684547106
0,0,-0.728968627
0,0,-0.770513243
0,0,-0.809016994
0,0,-0.844327926
0,0,-0.87630668
0,0,-0.904827052
0,0,-0.929776486
0,0,-0.951056516
0,0,-0.968583161
0,0,-0.982287251
0,0,-0.992114701
0,0,-0.998026728
0,0,-1
0,0,-0.998026728
0,0,-0.992114701
0,0,-0.982287251
0,0,-0.968583161
0,0,-0.951056516
0,0,-0.929776486
0,0,-0.904827052
0,0,-0.87630668
0,0,-0.844327926
0,0,-0.809016994
0,0,-0.770513243
0,0,-0.728968627
0,0,-0.684547106
0,0,-0.63742399
0,0,-0.587785252
0,0,-0.535826795
0,0,-0.481753674
0,0,-0.425779292
0,0,-0.368124553
0,0,-0.309016994
0,0,-0.248689887
0,0,-0.187381315
0,0,-0.125333234
0,0,-0.06279052
0,0,5.39092E-15
0,0,0.06279052
0,0,0.125333234
0,0,0.187381315
0,0,0.248689887
0,0,0.309016994
0,0,0.368124553
0,0,0.425779292
0,0,0.481753674
0,0,0.535826795
0,0,0.587785252
0,0,0.63742399
0,0,0.684547106
0,0,0.728968627
0,0,0.770513243
0,0,0.809016994
0,0,0.844327926
0,0,0.87630668
0,0,0.904827052
0,0,0.929776486
0,0,0.951056516
0,0,0.968583161
0,0,0.982287251
0,0,0.992114701
0,0,0.998026728
0,0,1
0,0,0.998026728
0,0,0.992114701
0,0,0.982287251
0,0,0.968583161
0,0,0.951056516
0,0,0.929776486
0,0,0.904827052
0,0,0.87630668
0,0,0.844327926
0,0,0.809016994
0,0,0.770513243
0,0,0.728968627
0,0,0.684547106
0,0,0.63742399
0,0,0.587785252
0,0,0.535826795
0,0,0.481753674
0,0,0.425779292
0,0,0.368124553
0,0,0.309016994
0,0,0.248689887
0,0,0.187381315
0,0,0.125333234
0,0,0.06279052
0,0,5.38968E-15
0,0,-0.06279052
0,0,-0.125333234
0,0,-0.187381315
0,0,-0.248689887
0,0,-0.309016994
0,0,-0.368124553
0,0,-0.425779292
0,0,-0.481753674
0,0,-0.535826795
0,0,-0.587785252
0,0,-0.63742399
0,0,-0.684547106
0,0,-0.728968627
0,0,-0.770513243
0,0,-0.809016994
0,0,-0.844327926
0,0,-0.87630668
0,0,-0.904827052
0,0,-0.929776486
0,0,-0.951056516
0,0,-0.968583161
0,0,-0.982287251
0,0,-0.992114701
0,0,-0.998026728
0,0,-1
0,0,-0.998026728
0,0,-0.992114701
0,0,-0.982287251
0,0,-0.968583161
0,0,-0.951056516
0,0,-0.929776486
0,0,-0.904827052
0,0,-0.87630668
0,0,-0.844327926
0,0,-0.809016994
0,0,-0.770513243
0,0,-0.728968627
0,0,-0.684547106
0,0,-0.63742399
0,0,-0.587785252
0,0,-0.535826795
0,0,-0.481753674
0,0,-0.425779292
0,0,-0.368124553
0,0,-0.309016994
0,0,-0.248689887
0,0,-0.187381315
0,0,-0.125333234
0,0,-0.06279052
0,0,-1.95943E-15
0,0,0.06279052
0,0,0.125333234
0,0,0.187381315
0,0,0.248689887
0,0,0.309016994
0,0,0.368124553
0,0,0.425779292
0,0,0.481753674
0,0,0.535826795
0,0,0.587785252
0,0,0.63742399
0,0,0.684547106
0,0,0.728968627
0,0,0.770513243
0,0,0.809016994
0,0,0.844327926
0,0,0.87630668
0,0,0.904827052
0,0,0.929776486
0,0,0.951056516
0,0,0.968583161
0,0,0.982287251
0,0,0.992114701
0,0,0.998026728
0,0,1
0,0,0.998026728
0,0,0.992114701
0,0,0.982287251
0,0,0.968583161
0,0,0.951056516
0,0,0.929776486
0,0,0.904827052
0,0,0.87630668
0,0,0.844327926
0,0,0.809016994
0,0,0.770513243
0,0,0.728968627
0,0,0.684547106
0,0,0.63742399
0,0,0.587785252
0,0,0.535826795
0,0,0.481753674
0,0,0.425779292
0,0,0.368124553
0,0,0.309016994
0,0,0.248689887
0,0,0.187381315
0,0,0.125333234
0,0,0.06279052
0,0,5.63461E-15
0,0,-0.06279052
0,0,-0.125333234
0,0,-0.187381315
0,0,-0.248689887
0,0,-0.309016994
0,0,-0.368124553
0,0,-0.425779292
0,0,-0.481753674
0,0,-0.535826795
0,0,-0.587785252
0,0,-0.63742399
0,0,-0.684547106
0,0,-0.728968627
0,0,-0.770513243
0,0,-0.809016994
0,0,-0.844327926
0,0,-0.87630668
0,0,-0.904827052
0,0,-0.929776486
0,0,-0.951056516
0,0,-0.968583161
0,0,-0.982287251
0,0,-0.992114701
0,0,-0.998026728
0,0,-1
0,0,-0.998026728
0,0,-0.992114701
0,0,-0.982287251
0,0,-0.968583161
0,0,-0.951056516
0,0,-0.929776486
0,0,-0.904827052
0,0,-0.87630668
0,0,-0.844327926
0,0,-0.809016994
0,0,-0.770513243
0,0,-0.728968627
0,0,-0.684547106
0,0,-0.63742399
0,0,-0.587785252
0,0,-0.535826795
0,0,-0.481753674
0,0,-0.425779292
0,0,-0.368124553
0,0,-0.309016994
0,0,-0.248689887
0,0,-0.187381315
0,0,-0.125333234
0,0,-0.06279052
0,0,-2.20436E-15
0,0,0.06279052
0,0,0.125333234
0,0,0.187381315
0,0,0.248689887
0,0,0.309016994
0,0,0.368124553
0,0,0.425779292
0,0,0.481753674
0,0,0.535826795
0,0,0.587785252
0,0,0.63742399
0,0,0.684547106
0,0,0.728968627
0,0,0.770513243
0,0,0.809016994
0,0,0.844327926
0,0,0.87630668
0,0,0.904827052
0,0,0.929776486
0,0,0.951056516
0,0,0.968583161
0,0,0.982287251
0,0,0.992114701
0,0,0.998026728
0,0,1
0,0,0.998026728
0,0,0.992114701
0,0,0.982287251
0,0,0.968583161
0,0,0.951056516
0,0,0.929776486
0,0,0.904827052
0,0,0.87630668
0,0,0.844327926
0,0,0.809016994
0,0,0.770513243
0,0,0.728968627
0,0,0.684547106
0,0,0.63742399
0,0,0.587785252
0,0,0.535826795
0,0,0.481753674
0,0,0.425779292
0,0,0.368124553
0,0,0.309016994
0,0,0.248689887
0,0,0.187381315
0,0,0.125333234
0,0,0.06279052
0,0,-1.22588E-15
0,0,-0.06279052
0,0,-0.125333234
0,0,-0.187381315
0,0,-0.248689887
0,0,-0.309016994
0,0,-0.368124553
0,0,-0.425779292
0,0,-0.481753674
0,0,-0.535826795
0,0,-0.587785252
0,0,-0.63742399
0,0,-0.684547106
0,0,-0.728968627
0,0,-0.770513243
0,0,-0.809016994
0,0,-0.844327926
0,0,-0.87630668
0,0,-0.904827052
0,0,-0.929776486
0,0,-0.951056516
0,0,-0.968583161
0,0,-0.982287251
0,0,-0.992114701
0,0,-0.998026728
0,0,-1
0,0,-0.998026728
0,0,-0.992114701
0,0,-0.982287251
0,0,-0.968583161
0,0,-0.951056516
0,0,-0.929776486
0,0,-0.904827052
0,0,-0.87630668
0,0,-0.844327926
0,0,-0.809016994
0,0,-0.770513243
0,0,-0.728968627
0,0,-0.684547106
0,0,-0.63742399
0,0,-0.587785252
0,0,-0.535826795
0,0,-0.481753674
0,0,-0.425779292
0,0,-0.368124553
0,0,-0.309016994
0,0,-0.248689887
0,0,-0.187381315
0,0,-0.125333234
0,0,-0.06279052
0,0,-2.44929E-15
